Date,Adj Close,Close,High,Low,Open,Volume
2024-05-06,71.76702880859375,73.79000091552734,75.20999908447266,73.6500015258789,74.87000274658203,12046700
2024-05-13,74.00398254394531,76.08999633789062,77.41000366210938,73.58999633789062,74.13999938964844,48237200
2024-05-20,74.50973510742188,76.61000061035156,77.18000030517578,74.62000274658203,75.98999786376953,39070900
2024-05-27,77.82623291015625,80.0199966430664,80.47000122070312,76.16000366210938,76.62000274658203,56843600
2024-06-03,73.32316589355469,75.38999938964844,79.75,75.01000213623047,79.5,49769500
2024-06-10,71.51731872558594,73.05999755859375,77.05999755859375,71.4000015258789,75.47000122070312,64522600
2024-06-17,71.27259826660156,72.80999755859375,73.69000244140625,68.97000122070312,72.7300033569336,71938100
2024-06-24,69.31482696533203,70.80999755859375,74.38999938964844,69.86000061035156,72.5,68317100
2024-07-01,70.56779479980469,72.08999633789062,72.3499984741211,69.37999725341797,71.45999908447266,32627600
2024-07-08,74.39524841308594,76.0,76.69999694824219,71.68000030517578,72.1500015258789,41617800
2024-07-15,70.47970581054688,72.0,74.4000015258789,70.4800033569336,74.16999816894531,59970500
2024-07-22,72.69198608398438,74.26000213623047,75.75,71.91000366210938,72.94999694824219,54886300
2024-07-29,77.52767181396484,79.19999694824219,80.55999755859375,73.19999694824219,74.45999908447266,55750800
2024-08-05,75.82441711425781,77.45999908447266,79.0,76.3499984741211,78.55000305175781,41098800
2024-08-12,76.91097259521484,78.56999969482422,78.79000091552734,76.88999938964844,77.33000183105469,27975900
2024-08-19,77.97796630859375,79.66000366210938,80.31999969482422,78.43000030517578,78.56999969482422,29769100
2024-08-26,78.81001281738281,80.51000213623047,81.06999969482422,78.70999908447266,80.0,27914500
2024-09-02,78.79828643798828,79.9800033569336,82.13999938964844,79.62999725341797,80.7699966430664,34078000
2024-09-09,83.39928436279297,84.6500015258789,84.7300033569336,79.26000213623047,80.11000061035156,41314000
2024-09-16,81.5372085571289,82.76000213623047,85.55999755859375,81.47000122070312,85.08999633789062,65490200
2024-09-23,83.29090881347656,84.54000091552734,85.2699966430664,82.94000244140625,83.66000366210938,41139400
2024-09-30,82.61109924316406,83.8499984741211,86.0999984741211,83.01000213623047,84.5,46774100
2024-10-07,80.65050506591797,81.86000061035156,83.55000305175781,79.66000366210938,83.55000305175781,47157800
2024-10-14,83.13327026367188,84.37999725341797,84.63999938964844,81.61000061035156,81.9000015258789,44450000
2024-10-21,80.22685241699219,81.43000030517578,86.0,81.29000091552734,84.76000213623047,42523200
2024-10-28,76.20713806152344,77.3499984741211,83.83999633789062,76.97000122070312,82.04000091552734,67212700
2024-11-04,75.83275604248047,76.97000122070312,78.81999969482422,72.69000244140625,77.3499984741211,80417000
2024-11-11,75.22191619873047,76.3499984741211,77.1500015258789,73.62000274658203,76.9800033569336,62007500
2024-11-18,74.87709045410156,76.0,77.54000091552734,75.30999755859375,76.30000305175781,41125600
2024-11-25,78.0270767211914,78.66999816894531,79.37999725341797,75.83000183105469,76.7300033569336,46242900
2024-12-02,74.62510681152344,75.23999786376953,79.05000305175781,74.91999816894531,78.91999816894531,43045000
2024-12-09,73.01834869384766,73.62000274658203,75.62999725341797,72.94000244140625,75.5,40002500
2024-12-16,71.08428192138672,71.66999816894531,74.22000122070312,69.31999969482422,73.69999694824219,71265200
2024-12-23,71.52069091796875,72.11000061035156,72.91000366210938,71.25,71.33999633789062,20472700
2024-12-30,71.40166473388672,71.98999786376953,72.68000030517578,70.9800033569336,71.68000030517578,25049200
2025-01-06,66.82933807373047,67.37999725341797,71.94000244140625,67.06999969482422,71.80000305175781,40193700
2025-01-13,70.18172454833984,70.76000213623047,71.83999633789062,65.88999938964844,67.22000122070312,64306300
2025-01-20,72.23480987548828,72.83000183105469,74.05000305175781,68.0,71.36000061035156,61937600
2025-01-27,70.97518157958984,71.55999755859375,73.93000030517578,69.91999816894531,73.30000305175781,64604900
2025-02-03,67.71206665039062,68.2699966430664,71.79000091552734,68.19999694824219,70.5,47194800
2025-02-10,67.5037841796875,68.05999755859375,70.37999725341797,67.87999725341797,68.33999633789062,54073000
2025-02-17,70.99502563476562,71.58000183105469,71.97000122070312,67.52999877929688,68.0,47016900
2025-02-24,69.59654235839844,70.16999816894531,71.70999908447266,69.27999877929688,71.30000305175781,54672300
2025-03-03,72.83000183105469,72.83000183105469,73.12000274658203,69.0199966430664,70.05000305175781,56035700
2025-03-10,73.55000305175781,73.55000305175781,76.29000091552734,71.77999877929688,73.0,72163100
2025-03-17,70.87999725341797,70.87999725341797,73.43000030517578,70.0,73.43000030517578,67220700
2025-03-24,70.44999694824219,70.44999694824219,71.79000091552734,68.41999816894531,70.94999694824219,50754500
2025-03-31,66.91000366210938,66.91000366210938,73.41999816894531,66.86000061035156,70.70999908447266,65189200
2025-04-07,65.80999755859375,65.80999755859375,67.79000091552734,61.720001220703125,65.5,84594100
2025-04-14,66.30999755859375,66.30999755859375,68.44000244140625,65.30000305175781,66.4800033569336,42008900
2025-04-21,66.08999633789062,66.08999633789062,69.0999984741211,63.63999938964844,65.81999969482422,68761800
2025-04-28,67.08999633789062,67.08999633789062,67.62999725341797,65.27999877929688,66.16000366210938,54599600
2025-05-05,70.30999755859375,70.30999755859375,70.48999786376953,65.3499984741211,67.0,70238402
