Ticker,Timeframe,Open,High,Low,Close,Volume
NEE,5M,70.3499984741211,70.37000274658203,70.22000122070312,70.30999755859375,1379624.0
NEE,1H,70.29499816894531,70.40499877929688,70.11499786376953,70.30999755859375,2588697.0
NEE,1D,68.68000030517578,70.48999786376953,68.44999694824219,70.30999755859375,17325600.0
NEE,1WK,67.0,70.48999786376953,65.3499984741211,70.30999755859375,70238402.0
NEE,1MO,67.48999786376953,70.48999786376953,65.3499984741211,70.30999755859375,95059502.0
NEE,3MO,67.48999786376953,70.48999786376953,65.3499984741211,70.30999755859375,95059502.0
