Ticker,Timeframe,Open,High,Low,Close,Volume
DUK,5M,120.29000091552734,120.37000274658203,120.16999816894531,120.30999755859375,140173.0
DUK,1H,120.29000091552734,120.37999725341797,120.15499877929688,120.30999755859375,378446.0
DUK,1D,120.23999786376953,120.48999786376953,119.37000274658203,120.33000183105469,3036900.0
DUK,1WK,122.12000274658203,124.16999816894531,119.37000274658203,120.33000183105469,20585820.0
DUK,1MO,121.80000305175781,124.16999816894531,119.37000274658203,120.33000183105469,25915820.0
DUK,3MO,121.80000305175781,124.16999816894531,119.37000274658203,120.33000183105469,25915820.0
