Date,Adj Close,Close,High,Low,Open,Volume
2024-06-01,68.86872863769531,70.80999755859375,79.75,68.97000122070312,79.5,254547300
2024-07-01,74.77700805664062,76.38999938964844,76.87999725341797,69.37999725341797,71.45999908447266,219203300
2024-08-01,78.81001281738281,80.51000213623047,81.06999969482422,75.9000015258789,76.31999969482422,152408000
2024-09-01,83.28105926513672,84.52999877929688,85.55999755859375,79.26000213623047,80.7699966430664,195906000
2024-10-01,78.07907104492188,79.25,86.0999984741211,78.13999938964844,84.11000061035156,219618100
2024-11-01,77.50763702392578,78.66999816894531,79.45999908447266,72.69000244140625,79.38999938964844,244408300
2024-12-01,71.1041259765625,71.69000244140625,79.05000305175781,69.31999969482422,78.91999816894531,189400900
2025-01-01,70.97518157958984,71.55999755859375,74.05000305175781,65.88999938964844,72.47000122070312,241476200
2025-02-01,69.59654235839844,70.16999816894531,71.97000122070312,67.52999877929688,70.5,202957000
2025-03-01,70.88999938964844,70.88999938964844,76.29000091552734,68.41999816894531,70.05000305175781,259521100
2025-04-01,66.87999725341797,66.87999725341797,73.41999816894531,61.720001220703125,71.0,276985400
2025-05-01,70.30999755859375,70.30999755859375,70.48999786376953,65.3499984741211,67.48999786376953,95059502
