Ticker,Timeframe,Date,Time,CMF_1WK,OBV_1WK,RSI_1WK,MACD_12_26_9_1WK,MACDh_12_26_9_1WK,MACDs_12_26_9_1WK,ATR_1WK,VWAP_1WK,BBL_20_2.0_1WK,BBM_20_2.0_1WK,BBU_20_2.0_1WK,BBB_20_2.0_1WK,BBP_20_2.0_1WK,VOLUME_1WK,VOLUME_1WK_Avg,VOLUME_1WK_Slope,REL_VOLUME_1WK,OBV_Z_1WK,OBV_Trend_1WK,CMF_Z_1WK,CMF_Trend_1WK,RSI_Z_1WK,MACDh_12_26_9_Z_1WK,VOLUME_Z_1WK,VWAP_Z_1WK,ATR_Z_1WK,sumZZ_1WK,slope_sumZZ_1WK
USMV,1WK,05/19/25,00:00,0.2321529491966116,7390331.0,58.55010676866736,0.7134334145244026,0.11660822719529829,0.5968251873291043,2.352735757880674,90.95006157896161,87.84279334592856,91.7885,95.73420665407144,8.597387807996522,0.8138221131371466,109336.0,270690.2,-369132.0,0.4039156201443569,0.023797151045008555,,1.1854120376761421,,0.6089830756400859,-0.3866249550416668,-0.6290310396886113,-0.23053999565927308,-0.45317663262281294,0.11881964134887268,
XLK,1WK,05/19/25,00:00,0.15679760172295398,11175513.0,56.949035252200865,-1.513212085169613,2.1012104486147933,-3.6144225337844063,13.241380429469393,213.06384091109697,188.5212561016757,220.198,251.8747438983243,28.771145876278897,0.7121745852911204,397857.0,746681.6,-641201.0,0.5328335397577763,0.11776664305635336,,0.5351690360635958,,0.3773082726705415,2.026630606009076,-0.3212912766870876,0.7267881781974797,1.2891250874076745,4.751496546717633,-0.6090189246825036
XLF,1WK,05/19/25,00:00,0.20130536346732134,140293017.0,58.52615801581976,0.6385714463876155,0.08112186845795544,0.5574495779296601,2.1307723282097584,49.08922154543296,45.38679183756027,49.53675,53.68670816243973,16.75506835809669,0.7172612264288332,2644213.0,8338949.2,-8927935.0,0.317091870520089,3.323188802586009,,0.919227521121083,,0.6055176947746643,-0.42977599641411957,2.074697448768081,-0.5587139475636642,-0.48869319845479137,5.445448324817262,-0.2739505414664427
XLY,1WK,05/19/25,00:00,0.09003426322402518,-761509.0,56.613485838983415,-0.9252638633183494,0.5444578907691584,-1.4697217540875078,10.931280115319534,203.86494821523067,178.91085637115458,209.47125,240.03164362884542,29.178604346749655,0.6073080091777567,241360.0,537623.4,-629808.0,0.4489387924707146,-0.17857733550749036,,-0.04093332533011758,,0.3287543240216614,0.13363576459755638,-0.48821274753478827,0.6546721631646009,0.9194838811620297,1.328822724573452,-0.019767009373443393
XLP,1WK,05/19/25,00:00,0.04671074788434252,41623342.0,57.18401925526214,0.48997819258045183,0.18404870782925886,0.30592948475119297,2.3558081810301306,80.50557423280183,76.62538032216278,80.326,84.0266196778372,9.214002135889277,0.8085969646757738,1264160.0,2369506.0,-2145117.0,0.5335120485029369,0.8736528921134112,,-0.41477292131539617,,0.41131042188768774,-0.30461803538124643,0.6027173046900355,-0.31242102540591216,-0.45268501146155604,0.40318362512702366,-0.1767693283417094
XLV,1WK,05/19/25,00:00,-0.0006250815017703562,16816062.0,39.579320151760925,-3.0250656861530274,-0.9055963315501168,-2.1194693546029106,4.859583174609358,140.31719181295873,130.67821816622865,141.397,152.11578183377134,15.161257783080753,0.1908697227552253,1028311.0,2336353.2,-4001820.0,0.44013507889132514,0.25779677217434527,,-0.8232348661641712,,-2.136086839380813,-1.6296150158707712,0.3511580928331989,0.1564805755976178,-0.052053747474692935,-3.8755550282852864,-0.5054633058762497
XLE,1WK,05/19/25,00:00,0.03543893728439122,89944243.0,44.9030923950541,-1.9213713229117815,-0.3201706219579905,-1.601200700953791,4.424829208331745,86.12716019012018,77.81188014015467,86.96925,96.12661985984533,21.058868185813566,0.3176741765863104,920337.0,2298030.4,-2071791.0,0.4004894800347289,2.0732492445478474,,-0.5120376305078345,,-1.365737811973401,-0.9177434710305272,0.23599180278732176,-0.26834981044448897,-0.12161911635958302,-0.8762467929806654,-0.6301334335659323
XLI,1WK,05/19/25,00:00,0.08465322004027247,21405284.0,61.78304455317036,1.0835296292127055,1.2379881340842478,-0.15445850487154222,5.6547939614083855,132.0760685235855,121.54708524742959,133.91875,146.29041475257037,18.476374297953633,0.8981376070650998,489454.0,1067243.0,-800509.0,0.45861532940483096,0.3717270561256289,,-0.0873664689478715,,1.0767886774101558,0.9769612926925103,-0.22359288013484163,0.09187312873705004,0.07518863791068586,2.281579443793318,-0.41233678498933923
XLRE,1WK,05/19/25,00:00,0.1839211428376032,-8633432.0,52.22165660243844,-0.11990651506178551,0.09861986591975155,-0.21852638098153707,1.561097897212706,40.97097098364788,39.03974316059738,41.28775,43.53575683940262,10.889461592858028,0.6317278020731874,408033.0,1144146.4,-1258023.0,0.3566265645725058,-0.37400270883496084,,0.7692186872169693,,-0.3067426931871461,-0.40849861436436646,-0.3104374399531809,-0.6223581163686177,-0.5798473109196198,-1.8326681964109226,-0.29118481411529473
XLU,1WK,05/19/25,00:00,0.3231716493132342,24810072.0,62.72028797389325,1.0094881450547604,0.37292741852112155,0.6365607265336388,2.9296065616811444,78.01619501272305,74.82958576732487,78.65275,82.47591423267512,9.721628888182869,1.0410766773554365,712423.0,1480019.0,-1411217.0,0.48136071226112637,0.45625303103682807,1032253.2443609022,1.9708144643240224,0.0024590914521141235,1.2124076566982809,-0.07494349706736196,0.014228377994329975,-0.33193686445232373,-0.36087102214408634,2.8859521463896893,-0.2822158049831526
XLB,1WK,05/19/25,00:00,0.1264276889741545,-753400.0,51.58853028394385,-1.262717883091213,0.4112298861294408,-1.6739477692206537,3.271344435284174,85.05072955986068,79.32144317585853,85.725,92.12855682414146,14.93976511902353,0.6089238401649572,275365.0,724116.6,-588593.0,0.3802771542594107,-0.17837602455052184,1066203.8135338346,0.273106370485763,0.002215627115401828,-0.3983559744075781,-0.02836809673770356,-0.4519426297933871,-0.276788639994977,-0.30618924099168093,-1.3669142359900857,-0.20273699330009404
XLC,1WK,05/19/25,00:00,0.1579208815542819,7108926.0,59.16930176082097,1.023379235016506,0.08325212587489828,0.9401271091416078,4.129923967258631,97.14183559576625,88.82559199994344,98.01475,107.20390800005657,18.750561522743393,0.6967128000181156,192559.0,523847.6,-483696.0,0.3675859162092181,0.016811097296614824,1296039.502255639,0.5448618431922316,0.0028552825752040808,0.6985804960748138,-0.4271856256574901,-0.540264446281976,-0.18199871108958499,-0.16880716632032458,-0.05800251278571547,-0.28706354161699765
ARKK,1WK,05/19/25,00:00,0.12333619061623337,-21428734.0,55.9676146128893,-0.09357647960670334,0.25722603571857416,-0.3508025153252775,5.1648923129123885,52.26110839340708,41.41994098476748,54.634249999999994,67.84855901523251,48.373718007413,0.608055214870036,502530.0,1653425.0,-1909366.0,0.3039327456643029,-0.6916540209968977,430390.30751879676,0.24642976107277323,0.0007146982887537307,0.23529685662552374,-0.21563516941155453,-0.20964587058958176,-0.5338474938312622,-0.00320096066327585,-1.172256897794275,-0.3911264853611614
SMH,1WK,05/19/25,00:00,0.08275240461131148,5278188.0,55.85684399149316,-3.782672409155481,2.7670383355212254,-6.549710744676706,18.71182027723008,224.05543613794907,186.58484517564864,230.0495,273.51415482435135,37.78721955435796,0.6783115506454657,218953.0,913008.2,-850326.0,0.23981493265887427,-0.028638109601723312,68011.97819548871,-0.10376864837476762,-0.0010800969731340954,0.21926836469194544,2.836270358216112,-0.5121123072534054,0.8129583372396854,2.1644550337458086,5.3884330286636555,-0.02325047092659288
TAN,1WK,05/19/25,00:00,0.16155482466680848,-1425459.0,53.31501574744349,-1.257968756619043,0.6492790362017504,-1.9072477928207934,2.5162071455961033,31.96182632959376,27.71246706927624,32.2675,36.82253293072376,28.232946033772436,0.7439609146411663,184839.0,391478.6,-433534.0,0.4721560769860728,-0.19506030626581383,-447443.5909774436,0.5762192206896222,-0.0009687210281759539,-0.14853379252977564,0.26109718200440607,-0.5484986856280609,-0.6929865749000562,-0.4270194304564567,-1.1747823870861351,0.11928334273229531
PBW,1WK,05/19/25,00:00,0.16410216710654846,-978457.0,49.61471613413077,-0.8526843058119837,0.24028148006144345,-1.0929657858734272,1.388838954949804,17.478539023168803,13.790426865761063,17.64425,21.498073134238936,43.683615163454796,0.5383709876787596,26036.0,73904.8,-93627.0,0.35229105552007445,-0.18396320423266058,-942319.2766917294,0.5982002963489254,-0.0014324202203815975,-0.6839665792765286,-0.2362395720106087,-0.7178797621664444,-0.8065303458351166,-0.6074106175061958,-2.6377897846786293,0.06472361529719686
EEM,1WK,05/19/25,00:00,0.23192786949064606,63887471.0,61.229780758772534,0.5043271847015234,0.34006716030003153,0.16426002440149184,1.5311955658779013,43.13558777237312,40.504772973656955,43.6075,46.71022702634305,14.230244918158787,0.9338925044227053,1612427.0,4599002.2,-3880399.0,0.35060365920242437,1.4263737103475278,-516211.97518797003,1.1834698197909381,0.0011069708009663593,0.9967314911826588,-0.11490122765626005,0.9741828272733193,-0.605388298148401,-0.5846320095564935,3.2758363132332895,0.22327508996955195
EFA,1WK,05/19/25,00:00,0.3389502031581055,18687734.0,64.9201075559453,1.8765247921059824,0.7819184576816163,1.0946063344243662,2.6093675981706803,81.00366692884312,74.44617792488337,81.8235,89.20082207511662,18.03228186307509,0.9521627178581967,2493916.0,3517853.6,-1496138.0,0.7089311505174632,0.3042621910239165,-816594.8939849625,2.1069679631421505,0.004244782686330844,1.5307212129629095,0.42238533236830716,1.9143889680687904,-0.30851615755463024,-0.41211274356795696,5.558096766443486,0.2550292118962413
IEFA,1WK,05/19/25,00:00,0.35153537935506746,10832425.0,65.01222104895818,1.7288707134474777,0.7547557254803892,0.9741149879670885,2.4074106098667083,75.39478773853622,69.07119041035675,75.9385,82.80580958964326,18.086503129883404,0.9595322169193093,843965.0,1915431.8,-1399497.0,0.4406134428800858,0.10924927055611736,-1289347.295488722,2.215565733844436,0.00843530494347497,1.544050021279789,0.38935573387725136,0.15453256349467975,-0.35248775602620913,-0.4444280609198315,3.615837506106233,0.28244365412290523
FXI,1WK,05/19/25,00:00,0.1868876821188897,85772561.0,61.50492460118487,1.2194106365503572,-0.07474770836398292,1.2941583449143401,1.8527813997381355,34.08895152296756,29.4577744956643,34.11675,38.7757255043357,27.31195383109881,0.7289398171352016,2287855.0,8087134.8,-7683824.0,0.2829005644866956,1.9696846501973322,-690357.1293233081,0.7948170219249286,0.007038030653411824,1.0365447629969256,-0.6193117729059566,1.6946019740411218,-0.6763106773226127,-0.5331747742098308,3.666851184721908,0.42394454021201816
INDA,1WK,05/19/25,00:00,-0.01597391535740414,18029690.0,56.16873383562207,0.08292204649785617,0.6121725141638322,-0.529250467665976,1.5894085220569034,50.84714415920876,47.55684994521531,51.116249999999994,54.675650054784676,13.926686933351652,0.9163271835679188,567666.0,2482004.0,-2001762.0,0.2287127659745915,0.2879258403805093,-1084588.1781954889,-0.9556803014536642,0.005544643714386334,0.2643987773210055,0.21597603899005996,-0.14017107602396178,-0.5449324656143574,-0.5753173026542306,-1.4478004890546394,0.17202958288835377
EWZ,1WK,05/19/25,00:00,0.1790132789729008,40692946.0,60.329367085189915,0.2715256191705002,0.4884990172528414,-0.2169733980823412,1.2988313234711448,25.534685620721774,22.74865590090493,25.623,28.497344099095073,22.435656239277776,0.9404483097199718,1447099.0,5210822.8,-6929556.0,0.27771026871226556,0.8505552340643696,-1111291.4315789475,0.7268686186700034,0.00602008995162928,0.8664417706592957,0.06559035920301992,0.7978421119093911,-0.7433730498056416,-0.6218128186865064,1.9421122260139323,0.26228724412220566
VEA,1WK,05/19/25,00:00,0.3310264557770847,1309771.0,64.40679935793311,1.0121950577884675,0.4905358511431931,0.5216592066452744,1.5873244531918442,50.57660449377088,46.97737068148663,51.230500000000006,55.48362931851338,16.603895408061106,0.9666563961177043,578194.0,1833868.2,-732606.0,0.315286562033193,-0.12715652419293316,293698.8436090225,2.03859376736453,0.009336500099707799,1.456445595406751,0.06806712792764227,-0.12894179210743564,-0.5470533994294103,-0.5756507763672382,2.184303998601906,0.17514814440599527
TLT,1WK,05/19/25,00:00,0.024171796492801767,-39097149.0,39.4258757904052,-1.2557085010010098,-0.26326956645473154,-0.9924389345462783,2.6150085612919316,88.76827060643107,84.50553404373612,88.5885,92.67146595626387,9.217823885185723,0.11321009851253096,3367389.0,6316797.2,-6073008.0,0.5330848677554505,-1.130283387351177,-896731.9593984963,-0.6092620438180566,0.006317290837162165,-2.158290214944155,-0.8485523821861943,2.8460451525691557,-0.24764445331256388,-0.4112101280409365,-2.5591974570839273,-0.05977102552025491
IEF,1WK,05/19/25,00:00,-0.02656572747866135,-13148594.0,47.09013342868667,0.01622769392596979,-0.011702883501647526,0.027930577427617315,1.3357442138968838,94.4191194205845,91.66248845161877,94.03025,96.39801154838122,5.036169846153179,0.45032227798427854,846406.0,1719601.4,-1559584.0,0.4922105785678007,-0.486094407328964,-989587.0511278197,-1.047077288358277,0.0019882456015874453,-1.049273309705968,-0.5426499247267885,0.1571361617127877,-0.20334382806305548,-0.6159063542531622,-3.7872089507234277,-0.37507845959527897
SHY,1WK,05/19/25,00:00,-0.08399897107833025,-8829273.0,51.21938214824999,0.0915675179156068,-0.009877212205091815,0.10144473012069861,0.29655448195064343,82.48073196262044,81.86210257835451,82.39975,82.93739742164549,1.3049734292773658,0.5467313689017737,261414.0,639571.0,-618892.0,0.4087333540764043,-0.37886458318736815,-1330067.6383458644,-1.5426700493583956,-0.003798492186450489,-0.45177165304771344,-0.5404299275094557,-0.4668229242386242,-0.29693649816494183,-0.782188027686058,-4.459683663192557,-0.3997507492204745
TIP,1WK,05/19/25,00:00,0.12573732249514447,-721117.0,49.51323441174296,0.24963535649068547,-0.09175024625571254,0.341385602746398,1.1964223463211505,108.84032607939992,106.62955294520313,108.89425000000001,111.1589470547969,4.159442862771694,0.4637368716376193,280265.0,505160.8,-356732.0,0.5548035397837678,-0.17757457904259058,-361497.52255639096,0.26714918248817476,-0.005894191063542156,-0.6986509689476991,-0.6399866812963365,-0.44671623435351454,-0.09028674710952646,-0.638199370219459,-2.4242653984809515,-0.5755977455212196
BNDX,1WK,05/19/25,00:00,0.12428516480332401,-14160161.0,47.312755885087405,-0.08944708107770794,0.033649291590648514,-0.12309637266835645,0.39991608083042596,49.0101202256589,48.41994978125729,49.014250000000004,49.60855021874272,2.4250099460573886,0.530077390915003,633794.0,756570.8,-162013.0,0.8377193515795216,-0.5112071858229544,-530768.9518796992,0.25461848084587696,-0.007369354473485397,-1.0170598743954313,-0.48750215376997263,-0.06963820303459618,-0.5593340735021384,-0.7656490463027055,-3.155772055981921,-0.8373423060821865
EMB,1WK,05/19/25,00:00,-0.00999161896136751,-17156049.0,51.05134792085879,-0.20273759421884563,0.03001784693247267,-0.2327554411513183,1.3346405028917536,89.94839270907288,88.02203873444724,90.10350000000001,92.18496126555279,4.620156299262016,0.5652186049515282,633663.0,1940927.4,-1386405.0,0.32647434417176036,-0.5855819644948608,-1163652.42481203,-0.9040589302370481,-0.009254966306219085,-0.4760861799895905,-0.491917952523701,-0.0697779291167642,-0.2383927198584936,-0.616082960032913,-3.3818986362533714,-0.8353606028932389
LQD,1WK,05/19/25,00:00,0.029630918111511032,-25188490.0,45.90885286901409,-0.46574806886970066,-0.05579041924271222,-0.40995764962698844,1.6749624085711923,107.47398056995402,105.33301893158807,107.49375,109.65448106841194,4.020198510912372,0.35334824651135516,4005233.0,8081984.4,-4831541.0,0.49557544308053847,-0.7849922967803621,-1370413.7631578948,-0.5621551596150693,-0.008084251549500977,-1.2202044255863402,-0.5962599074486907,3.5263767797018213,-0.10099840519241561,-0.5616277491675532,-0.2998611640886098,-0.564542298359822
HYG,1WK,05/19/25,00:00,0.03845433488670899,-200583022.0,53.97734413807761,-0.06691554013966083,0.042367593140715004,-0.10928313328037584,0.9259091969127953,78.59424328317324,77.11851581259359,78.93075,80.74298418740642,4.591959882318152,0.6129131110217325,3432619.0,12746953.6,-11457189.0,0.26928936181269225,-5.139270393212068,-4411259.233834587,-0.4860176962401064,-0.009452556932623825,-0.05269497594777648,-0.4769007901961847,2.915620208598316,-0.3274051736130287,-0.6814844198946335,-4.2481532405054825,-0.4929011524414597
USO,1WK,05/19/25,00:00,-0.049609390245217946,-1094828.0,44.7125651176857,-2.0697686961317743,-0.5601833709001105,-1.5095853252316638,4.161666371470719,71.64816320230952,62.71687003882444,72.81875,82.92062996117555,27.745271543869006,0.2958919520005799,170829.0,512981.4,-224426.0,0.3330120741219857,-0.18685218652065946,-4177635.7,-1.2459215767574656,-0.011449363838415123,-1.3933070797985287,-1.2095964654776277,-0.5634419101408393,-0.38185994682244406,-0.16372803598549707,-5.144707201503062,-0.39843110531941295
BNO,1WK,05/19/25,00:00,0.007904587548286662,-371900.0,44.73207829160015,-0.7677873357150311,-0.2026991231722335,-0.5650882125427976,1.4981007041042262,28.65617535908574,25.68739117798699,29.35025,33.01310882201301,24.959643083196976,0.29247766923698804,31329.0,111471.8,-73629.0,0.281048659840426,-0.16890505031405764,-4371942.782706766,-0.7496321585685413,-0.012858540960765396,-1.390483526524707,-0.7748993561494468,-0.7122341884800678,-0.7189016913128972,-0.5899275478288459,-5.104983519178564,-0.4732981018374908
UNG,1WK,05/19/25,00:00,0.08077044862897037,3156097.0,47.62520649576815,0.331511384383095,-0.5049650079707314,0.8364763923538264,2.144581990712265,19.39992435053145,14.928865089864063,19.008499999999998,23.088134910135935,42.92432238352249,0.25261266700789864,211360.0,839948.8,-309255.0,0.2516343853339632,-0.08132033552159895,-4125826.0781954895,-0.12087099147619038,-0.013693992473667906,-0.971848318932294,-1.1424515132180606,-0.5202110869625793,-0.791467374917508,-0.48648350207320784,-4.114653123101439,-0.3304138196388287
GLD,1WK,05/19/25,00:00,0.08437356795143464,18395315.0,67.58958036123374,15.497176763363484,1.3097279381210463,14.187448825242438,10.793727793091676,281.6104926404879,240.30627334059284,278.67825000000005,317.05022665940726,27.538551472464896,0.82486924274577,687558.0,1472657.4,-1190778.0,0.46688252135221675,0.29700270789088207,-3764662.203007519,-0.08977959316200504,-0.013230741730738136,1.9169935186264646,1.0641961446804644,-0.012292912334737529,1.2641693098190745,0.8974740117209675,5.33776318724111,0.22938865541173
GDX,1WK,05/19/25,00:00,0.04323439332181586,10251907.0,59.975784956659346,2.903417262996186,0.3899673425537524,2.5134499204424334,3.4053621560303666,44.01065244418471,34.40645864301289,43.5585,52.710541356987115,42.021838938379936,0.7871763683621757,1748491.0,4995831.6,-6010185.0,0.3499899796462315,0.0948375509707865,-3542580.4766917294,-0.44477046364239575,-0.013198910245926749,0.8152784908692354,-0.05422312752035208,1.1193102291367516,-0.5985281053933029,-0.28474494627794883,0.6471596281427741,0.3711174365767086
SLV,1WK,05/19/25,00:00,0.0360272465479243,37760828.0,55.1504144777989,0.48720405968963476,-0.017203979730451957,0.5044080394200867,1.4742721606978684,29.102925233015362,27.122339937834635,29.1685,31.21466006216537,14.029929973535607,0.7325086921579992,581090.0,2360368.2,-1387565.0,0.24618616705647872,0.777763585214375,-1920203.0669172932,-0.5069610965361752,-0.012017349807031487,0.11704812236436697,-0.5493392002515041,-0.12585288574133954,-0.7153993327476403,-0.5937403742562751,-1.5964811819541924,0.3483115586548565
SIL,1WK,05/19/25,00:00,-0.058004359328618825,305257.0,57.92969253473013,1.643833478553809,0.297020619918128,1.346812858635681,3.0357121984799766,37.765868367927204,31.51815497381114,37.55075,43.58334502618886,32.13035705645751,0.8248394748019425,62975.0,127647.4,-135759.0,0.49335121592762565,-0.15209420758524667,-1507297.115789474,-1.318361955287249,-0.010194684299528868,0.519209231106192,-0.16724537090040187,-0.6784802068290053,-0.6474849697909973,-0.3438929648123136,-2.7883504440990214,0.2337777482741575
CPER,1WK,05/19/25,00:00,-0.014587518278125279,92911.0,53.06337873855602,0.5502337283250434,-0.11697017919319219,0.6672039075182356,1.3368392518044616,29.04747069837357,26.157797313224453,28.932500000000005,31.707202686775556,19.18052492370553,0.5518073524363964,2103.0,15036.8,-23620.0,0.1398568844434986,-0.1573658288046863,-1193813.0511278196,-0.9437170496277432,-0.006956140743102172,-0.18494562913686965,-0.6706538561860066,-0.7434069707506219,-0.7158340763832157,-0.6157311362634661,-4.031654547152609,0.15225591645805392
DBA,1WK,05/19/25,00:00,0.1973007333515096,4193813.0,58.85284896512784,0.31508186006828964,0.006549021510970032,0.3085328385573196,0.7189549075162536,26.885239016036408,25.839553225097735,26.969749999999998,28.09994677490226,8.381218030588071,0.7965191614787455,18196.0,71301.4,-63449.0,0.2551983551515118,-0.055558391876076835,377670.27819548885,0.8846714770690838,-0.0027397618977508783,0.6527898250539658,-0.5204557989739892,-0.7262419948702405,-0.7327851962259403,-0.7145993598397417,-1.2121794396629388,0.1571656158734787
DBC,1WK,05/19/25,00:00,-0.0040979777172460985,474714.0,46.36726603381581,-0.29931961088514214,-0.03812826294990135,-0.2611913479352408,0.6297181909353367,21.57020445563365,20.647080809866356,21.7685,22.889919190133643,10.303137011127486,0.3490751705614831,51600.0,225042.2,-162324.0,0.2292903286583583,-0.14788733240519814,949074.1518796993,-0.8532025663360696,-0.004619244074785876,-1.1538721109196795,-0.5747829099759746,-0.6906129105287094,-0.7744531583308268,-0.7288782062414876,-4.923689194737945,-0.004545097585194092
UUP,1WK,05/19/25,00:00,-0.07739113784102328,2887814.0,37.3275483495117,-0.44278783191905546,-0.10172038977794329,-0.3410674421411122,0.45394668564377216,28.570417132868005,26.842354166797662,28.500999999999998,30.159645833202333,11.639211488736084,0.22839289076546193,26576.0,149885.0,-127355.0,0.17730927044067119,-0.08798062747725117,1939190.2270676694,-1.4856509065578973,-0.0044848847756522115,-2.461917873943085,-0.6521102716258325,-0.7173037920567442,-0.7195740050071193,-0.757003561162924,-6.881541037830854,-0.09068344048061848
FXE,1WK,05/19/25,00:00,0.03591290052135089,-193011.0,63.53084339269387,1.597687005709986,0.5351083571601303,1.0625786485498556,1.6460984812628892,101.9505976376001,92.58308029355622,99.93925,107.29541970644378,14.721282592062236,0.7841662282707939,10167.0,46130.4,-63261.0,0.2203969616565215,-0.1644640198810646,2320304.733834586,-0.5079477909916357,5.3882249346732305e-05,1.329694901531019,0.12226682943679668,-0.7348058171124316,-0.14429974370688442,-0.566246291852421,-0.6658019325766216,-0.07119698298491797
