Ticker,Timeframe,Date,Time,CMF_5M,OBV_5M,RSI_5M,MACD_12_26_9_5M,MACDh_12_26_9_5M,MACDs_12_26_9_5M,ATR_5M,VWAP_5M,BBL_20_2.0_5M,BBM_20_2.0_5M,BBU_20_2.0_5M,BBB_20_2.0_5M,BBP_20_2.0_5M,VOLUME_5M,VOLUME_5M_Avg,VOLUME_5M_Slope,REL_VOLUME_5M,PCT_GAIN_5M,PCT_GAIN_5M_Avg,OBV_Z_5M,OBV_Trend_5M,CMF_Z_5M,CMF_Trend_5M,RSI_Z_5M,MACDh_12_26_9_Z_5M,VOLUME_Z_5M,VWAP_Z_5M,ATR_Z_5M,PCT_GAIN_Z_5M,sumZZ_5M,slope_sumZZ_5M
USMV,5M,05/20/25,15:55,0.21491740752193206,-38437.0,60.00248838217593,0.0063040947723322915,0.018554897352501154,-0.012250802580168862,0.05258245907347287,94.17482647985726,93.9930821793393,94.1345,94.27591782066071,0.30045906795214544,0.9613987098312641,6053.0,1957.6,4266.0,3.092051491622395,0.06900212314224811,0.024444564970638315,-0.4464385642266207,,0.1965931516184027,,0.2934912239761331,-0.23934702213244577,-0.44013573453572935,-0.24479595525965744,-0.4175376365960006,0.3841600261277756,-0.9140105110281425,
XLK,5M,05/20/25,16:00,0.31637475866135084,218835.0,50.565026264531724,0.0717226529048105,0.09953649137415019,-0.027813838469339693,0.28041749951146694,232.96964333117648,231.93069388494234,232.74099999999999,233.55130611505763,0.696315745878588,0.6598161455202582,14593.0,8663.2,-6551.0,1.6844814849016527,0.0,0.05192360873590133,-0.02896245514735358,,0.638753430247989,,-0.7272086067569671,1.138214615300507,-0.18383721650939336,0.7792025776760955,1.4126139078104654,-0.7587430353332257,2.270033217288117,
XLF,5M,05/20/25,16:00,0.18237733693503483,883066.0,60.34535057821733,0.007427013026102713,0.019569647361835217,-0.012142634335732505,0.03977979813432103,51.26409747823399,51.11882263598104,51.23924999999999,51.35967736401894,0.47005904270242554,0.9183019400148849,1500.0,51571.0,-158247.0,0.029086114289038414,0.0,0.015595303803444116,1.048887343547532,,0.05478059180144523,,0.33057316201220205,-0.2220853134524507,-0.5767782582563274,-0.5613821545262783,-0.5203787520155484,-0.7587430353332257,-1.2051264162226514,
XLY,5M,05/20/25,15:55,0.2949315074486346,126091.0,49.2828740058396,-0.20191159568588546,0.062193657345609776,-0.26410525303149524,0.2120239040546081,215.87954748322412,215.15227119061745,215.83800000000002,216.5237288093826,0.635410640742193,0.6399970348138474,11731.0,5752.6,4150.0,2.0392518165698985,0.07180081065431437,0.014850982059492136,-0.17945844484093681,,0.5453018092027094,,-0.8658785772540554,0.5029831628671185,-0.26973023273789143,0.6531154983957406,0.8632223650861723,0.43051553491435623,1.6800711156332133,
XLP,5M,05/20/25,15:55,0.22932570873591587,247594.0,61.68889174478877,0.008469483762695518,0.011427287097176195,-0.0029578033344806777,0.054419315314964446,82.52366795561366,82.4050568365584,82.493,82.58094316344159,0.21321363859138037,1.1652023615099338,96309.0,27725.8,83190.0,3.473623844938649,0.09693444807948418,0.02182868629096954,0.017704867456779957,,0.25938582664694365,,0.4758825920483292,-0.3605933691935383,2.2685854648770323,-0.3307557159084135,-0.40278255203676944,0.8468115827861014,2.774238696676465,
XLV,5M,05/20/25,15:55,0.1943017422401354,-232868.0,57.717297591754885,0.013383660714197276,0.027367709969882047,-0.013984049255684769,0.13467134387977509,134.5437354741298,134.22615839162188,134.51275,134.79934160837814,0.42611813137138516,0.9488093727792986,37069.0,14277.4,26098.0,2.596341070503033,0.11886189733303362,0.016394088092154705,-0.7619423787279694,,0.10674822463418228,,0.046338565358856124,-0.08943403602422546,0.49070206816975515,0.053037238544935875,0.24186532011357265,1.2100025650439832,1.2973175671130903,
XLE,5M,05/20/25,15:55,0.0333605781258839,55572.0,43.13370441525996,-0.07616704001119956,0.005903135843619622,-0.08207017585481918,0.08585437450291714,83.62675889628348,83.53887564284997,83.64824999999999,83.75762435715001,0.26151021007616293,0.4165709382183467,62042.0,24469.6,37699.0,2.535472586392912,0.0777837611440169,0.0036101888081488814,-0.2938898549289403,,-0.5946478710507882,,-1.530936225381654,-0.45456359709794736,1.2401801584123417,-0.3226173464032278,-0.15027125258633445,0.5296129556872533,-1.577133033349297,
XLI,5M,05/20/25,15:55,0.14817974511830734,288976.0,59.94150702400666,-0.04042179249151445,0.05521292625940784,-0.09563471875092229,0.12200174596752086,143.48859902165313,143.20808596078086,143.45125000000002,143.69441403921917,0.339019756494492,1.1554217494979175,15282.0,8420.2,4951.0,1.8149212607776535,0.09747267283994623,0.04459254832592384,0.0848555731142873,,-0.09425559489503814,,0.28689584259230955,0.3842353478634193,-0.16315926815808826,0.11903053251488527,0.1400930723436714,0.855726362483794,1.6134218678592405,
XLRE,5M,05/20/25,15:55,0.4870802546476694,-196412.0,57.8446705676173,0.006779883452210811,0.010620485526726306,-0.0038406020745154943,0.027765085682027298,41.84852326529975,41.756662601748204,41.825,41.8933373982518,0.32677775613532184,0.9024150860802758,17616.0,10511.8,4154.0,1.6758309709088834,0.011940298507468795,0.038238347384435975,-0.7027851092521082,,1.3827033640994233,,0.0601144696519894,-0.37431770872895553,-0.09311234297384138,-0.6308482513123034,-0.6168904409458087,-0.5609722552832875,-1.5361082747448922,
XLU,5M,05/20/25,15:55,0.16000179346922538,73128.0,49.046938111510016,-0.02926515684164599,-0.003978202520874625,-0.025286954320771365,0.07220266339423789,82.76804483188047,82.67528003845052,82.78450000000001,82.8937199615495,0.2638657273994162,0.5251785475931793,24039.0,8304.6,14813.0,2.894660790405317,0.09067279211751537,0.0072710633421421405,-0.2654016767712099,-44871.28571428572,-0.042734042892056186,-0.008641898372137103,-0.891396001790874,-0.6226530601651078,0.09965175319514646,-0.328952755477631,-0.2599326116174528,0.7430978788759101,-1.568320516643275,
XLB,5M,05/20/25,15:55,0.31188622777602587,-98943.0,63.60358160305088,-0.020543522888544885,0.032150402276802006,-0.05269392516534689,0.07103977110051533,86.95816896621092,86.70415964224438,86.892,87.07984035775561,0.4323536292308118,1.1068983330425672,18595.0,6300.4,14345.0,2.951399911116755,0.13217631170623423,0.06213886243320843,-0.5446218467289923,-32524.08195488722,0.6191920081863627,-0.008612207324135297,0.6829640711443595,-0.008076617400218927,-0.06373104916262558,-0.29803891399773363,-0.26927388380825934,1.4305332423004098,1.5489470105333023,
XLC,5M,05/20/25,15:55,0.19910749012180384,186061.0,56.496027438444145,-0.043497743928057275,0.04838863197842369,-0.09188637590648097,0.08815232928558181,101.46128734341633,101.17209908518635,101.40575,101.63940091481365,0.4608237990718503,0.9798825636502402,9033.0,3136.0,6871.0,2.880420918367347,0.04922228785193656,0.026611293677860574,-0.08214493127753447,-8093.587969924812,0.1276921069504285,-0.008470921373099054,-0.08574675834624454,0.26814864794585913,-0.3507013570511297,-0.19103800230547008,-0.13181225924455064,0.056540624303165254,-0.3890619290254765,
ARKK,5M,05/20/25,15:55,0.12272354471762384,-6594.0,53.22902066005467,-0.046995727075497484,0.03487686066411093,-0.08187258773960841,0.10701892616337666,57.379016448626736,56.972304968253084,57.31850000000001,57.66469503174693,1.2079696145116257,0.7476927515894642,6239.0,7559.0,-9613.0,0.8253737266834237,0.13934854554956524,0.00879185724659588,-0.3947668248169255,-11252.893233082707,-0.20519601010999505,-0.004260111533314579,-0.43908680084258683,0.03830261884215511,-0.43455358882695905,-0.5162675875939206,0.01973919371550246,1.549329123409151,-0.3824998762235783,
SMH,5M,05/20/25,15:55,0.47449578707685724,592941.0,65.91643534131573,0.16136942889971806,0.19075511710071763,-0.02938568820099957,0.32646176246371267,244.50460441450042,243.01764596383322,244.2165,245.41535403616678,0.9817960999087112,1.0561561123252976,13939.0,5328.2,7412.0,2.6160804774595547,0.11415990541036455,0.05391305726102462,0.5781005647817808,5110.717293233082,1.3278591204342305,-0.002089920507847037,0.9331085898432747,2.689916343802925,-0.20346476109829542,0.8643050584081232,1.7824779058641085,1.132122048928486,9.104424870964632,
TAN,5M,05/20/25,15:55,0.473693759071061,18048.0,44.65177335216467,-0.05552004403205757,0.00477192530365194,-0.06029196933570951,0.050694693358801925,34.476038794146106,34.32904969308106,34.50825,34.68745030691893,1.0385939995156885,0.4490793282841574,2028.0,846.2,1053.0,2.39659654927913,0.04350978970268475,0.043556991748484604,-0.35478017146976254,2004.677443609023,1.3243638101138941,0.00022519748941301964,-1.3667509086487912,-0.47380639248306544,-0.5609321672120763,-0.6852408680815599,-0.43270166637623486,-0.03807721245398768,-2.5879255766115836,
PBW,5M,05/20/25,15:55,0.0018224200041349115,-5363.0,46.99280461827022,-0.03370544057491642,0.009412045786054611,-0.043117486360971034,0.026525907261953967,17.92967736808646,17.799106103251425,17.931,18.062893896748577,1.4711270620553862,0.5341183338344939,1325.0,429.4,1223.0,3.0857009781089895,0.0,0.005583472920155213,-0.39276927712313614,-496.10451127819556,-0.7320940060618818,0.0029271443285465277,-1.1135588759531092,-0.39487423454213877,-0.5820302770683425,-0.8073163908574579,-0.6268445037402436,-0.7587430353332257,-5.408230600679536,
EEM,5M,05/20/25,15:55,0.1950297512556391,556368.0,67.83166895711364,0.013227858749189636,0.012380840823850249,0.0008470179253393878,0.022421034582043926,46.250221593845666,46.12724700604563,46.21075,46.294252993954366,0.3614007301520481,1.0344119759871817,74805.0,22758.4,58933.0,3.2869182367829017,0.054024851431655495,0.0216160148191348,0.5187534390263313,5091.142857142857,0.10992095352494172,0.001892861874989689,1.1402488785236855,-0.34437265819165014,1.623217393256619,-0.5983734605880564,-0.6598180931419748,0.13608693923041124,1.9256633916403074,
EFA,5M,05/20/25,15:55,0.19792827277617728,1617045.0,62.808433903787,0.022661391757196725,0.014057449895523738,0.008603941861672987,0.04322710372815393,88.42380985316817,88.25667548809739,88.3905,88.52432451190262,0.30280292995880076,0.8904366939744397,83466.0,28426.8,51843.0,2.9361729072565326,0.005650355972437184,-0.005643328650148181,2.2399174481290314,24998.73007518797,0.12255297149842374,0.005389135282945684,0.5969656202971683,-0.315852197881965,1.8831473071472626,-0.2872257283752288,-0.4926872623989134,-0.6651544782691176,3.081663680146661,
IEFA,5M,05/20/25,15:55,0.1601268944165834,479551.0,61.50487100961755,0.020817296535184937,0.011838602125721655,0.008978694409463282,0.04013088414514898,82.19022471280992,82.04168956416946,82.16375,82.28581043583053,0.29711505580145436,0.8533085860833506,16861.0,10386.6,8591.0,1.623341613232434,-0.006078657832345089,0.0012233482143299101,0.3941022439054396,25764.57368421053,-0.0421888416905717,0.004641095814525349,0.4559800026763967,-0.35359657182162696,-0.11577105270567789,-0.3332157889802641,-0.5175585510328503,-0.8594256858052871,-1.3716742454544417,
FXI,5M,05/20/25,16:40,0.12998571668527029,-137430.0,63.720743682157284,0.024417727149064206,0.005362114623496228,0.019055612525567978,0.01820686378118545,36.209731339531416,36.13904879500872,36.221,36.302951204991274,0.452506584529844,0.7989583863057412,300.0,463.4,200.0,0.6473888649115236,0.0,0.011028398125170143,-0.6070748264941193,16458.187218045114,-0.17354681027766322,-0.0023118428828105913,0.6956356255115731,-0.4637668004540077,-0.6127921015387167,-0.6724500545388759,-0.6936696516413039,-0.7587430353332257,-3.286407654766339,
INDA,5M,05/20/25,15:55,0.38714213669155667,-349554.0,55.19170540952468,-0.010922129571561356,0.00782144042869784,-0.018743570000259197,0.0180344452693663,54.055836372628555,54.01047603525681,54.047000000000004,54.0835239647432,0.13515630744794827,0.9517581844142673,34507.0,12625.8,21689.0,2.7330545391183136,0.009246417013398895,0.011100148371220161,-0.9512891294976737,3899.41954887218,0.9471640405814171,-0.0001963054681567435,-0.22681447947124098,-0.42193170293432986,0.4138125127618544,-0.5407853008608993,-0.6950546537247564,-0.6055918302554746,-2.0804905434011034,
EWZ,5M,05/20/25,15:55,0.3650538577013967,1184145.0,73.88975605498602,0.03668497494184564,0.018394226580886866,0.018290748360958772,0.026928207736263074,28.05871706464807,27.85883342059322,28.018,28.17716657940678,1.1361737412147859,0.9303667280864026,47702.0,17638.0,36562.0,2.7045016441773444,0.10666666666667071,0.03202403370190992,1.5374492136518445,17780.672180451125,0.8509013303583172,0.0029466587245238003,1.7954555853992682,-0.24208016037091296,0.8098147311877916,-0.7325864980226412,-0.6236129076128135,1.0080092664453866,4.40335056103624,
VEA,5M,05/20/25,15:55,0.032511274430850605,714313.0,66.05603074425053,0.018637973160679167,0.009983509511161425,0.008654463649517741,0.021210843220271086,55.13816765552635,55.027892032172545,55.12375000000001,55.21960796782747,0.3477918966959364,0.897723849817256,7925.0,5302.6,-108.0,1.4945498434730131,0.01811922449720079,0.009065689084488278,0.7750513029544884,33986.30300751879,-0.5983492130848516,-0.0008499358320235539,0.948206399230004,-0.38515317984567,-0.3839541390152023,-0.5328000916796006,-0.6695393089194869,-0.4586288329563036,-1.3051670633166226,
TLT,5M,05/20/25,15:55,0.27815133783774837,-1473316.0,45.87538730476384,-0.011529360700222924,-0.00957761818705849,-0.0019517425131644337,0.051585782714276114,85.4410865514304,85.39718817527054,85.4695,85.54181182472945,0.1692108289610999,0.22687731122970306,62300.0,31493.4,21532.0,1.9781922561552578,0.05270246530421234,-0.002325002093555692,-2.774821372769912,7241.61804511278,0.4721723179704226,0.0008651469877636945,-1.234412093538146,-0.7179035958820743,1.2479231347180555,-0.30923162423230977,-0.42554373071809326,0.11418385734447177,-3.627633107107586,
IEF,5M,05/20/25,15:55,-0.07856011524532595,375373.0,44.72815765765778,-0.00755813942963357,-0.005759565949002643,-0.001798573480630927,0.018567332771496404,93.80268984390123,93.77940892110406,93.822,93.86459107889594,0.09079124063852506,0.18303221355381355,3599.0,9617.0,-19042.0,0.37423312883435583,0.02666097899115462,-0.004261550856484987,0.22505226531600936,11230.36766917293,-1.082408337982629,-0.0035262957881811875,-1.3584896359977758,-0.6529554758011742,-0.5137840440482151,-0.2475414999270698,-0.6907740791338443,-0.3171491665804896,-4.638049974155188,
SHY,5M,05/20/25,16:20,0.5727391407552714,56270.0,46.0006720676627,-0.0003297329141815908,-0.0015047101814359208,0.00117497726725433,0.002720336928116512,82.45661148033867,82.4455501256185,82.4555,82.4654498743815,0.024133925284558926,0.22361460109378473,1300.0,3887.2,800.0,0.33443095287096114,0.0,7.355547798747891e-08,-0.29275720806438715,2882.1120300751877,1.7560125085141143,0.0012965127257705056,-1.220862037952204,-0.5805769785757019,-0.582780565470059,-0.33125044426976863,-0.8180697043423715,-0.7587430353332257,-2.8290274654936036,
TIP,5M,05/20/25,15:55,-0.03266306246711217,64751.0,50.39964717993891,0.00742077125082119,-0.004161376867842246,0.011582148118663435,0.020100266205583257,108.73581540427723,108.70249999999501,108.7375,108.77250000000498,0.06437521555118446,0.3928571428724993,10316.0,8009.6,-3082.0,1.2879544546544146,0.013797544037161909,-0.0009183562361591655,-0.27899506184909256,-1225.4646616541334,-0.8823848461727078,-0.005639536733702495,-0.7450950259601857,-0.6257690022059247,-0.31219655627504195,-0.13736808702252967,-0.6784603433429272,-0.530210135146851,-4.19047905797526,
BNDX,5M,05/20/25,15:55,-0.03288284634217372,-107171.0,57.71416088854171,0.002038104351036907,5.2106443087219807e-05,0.001985997907949687,0.0034744607032077377,49.04371093661273,49.03610419174251,49.04475,49.05339580825749,0.03525681447042029,0.8036153384183629,21695.0,37179.0,-89705.0,0.5835283358885393,0.010194719135478545,0.0020389438270957063,-0.5579734490234675,-4117.546616541354,-0.8833426841050422,-0.010666508077084733,0.04599931817578563,-0.5540942835340654,0.02930471265021302,-0.5777636924882188,-0.8120119847352224,-0.5898848150339211,-3.8997668780939385,
EMB,5M,05/20/25,15:55,0.29655525722889814,298766.0,55.51992103228064,-0.0030956390550613833,0.005843370981739664,-0.008939010036801047,0.02025355487473174,90.34277949881182,90.29436515155813,90.338,90.38163484844186,0.09660352994723974,0.9239730550376305,6354.0,6299.8,-2888.0,1.0086034477284993,0.027670171555069935,0.003322012884034986,0.10074183787643019,-8278.83984962406,0.5523782570618642,-0.005363885547618901,-0.19131662778030403,-0.4555802451645476,-0.43110226217906344,-0.2730679799342886,-0.6772290073111966,-0.3004336045314098,-1.6756096319625158,
LQD,5M,05/20/25,15:55,0.14134069390684437,465331.0,49.56638447837743,-0.01404664636802977,-0.002335189220204561,-0.011711457147825208,0.02914884193861354,106.84921856497957,106.8108276259127,106.8595,106.9081723740873,0.0910960168956493,0.5051363839280322,89028.0,34530.4,52534.0,2.5782498899520423,0.05149571649266664,0.0037496115634486128,0.3710274037708459,-6549.366917293235,-0.1240607963443355,-0.007156506922686007,-0.8352157689987088,-0.594704090771024,2.0500714707611363,-0.15128699580823393,-0.6057750144284262,0.09419611134009469,0.2042523195213486,
HYG,5M,05/20/25,15:55,0.26032564137929903,3081456.0,56.33640549166374,-0.001968365109561887,0.0026180268745924955,-0.0045863919841543825,0.021934003677743646,79.30864853826604,79.27273631660731,79.307,79.3412636833927,0.08640771531565836,0.981559434544583,105510.0,46235.4,22971.0,2.282017674768684,0.03782625141848586,0.0025236579018561717,4.616221928884335,29246.63082706767,0.3944863265235978,-0.004823106251479266,-0.10301051972923772,-0.5104459262270689,2.544721608244751,-0.35447544292279176,-0.6637303112097721,-0.13221537819637708,5.791552285367437,
USO,5M,05/20/25,15:55,-0.06583899300957884,121752.0,62.18175392513392,0.060737303395853814,0.0008858495324226695,0.059851453863431145,0.04973419280764059,68.59494614936793,68.36671635993791,68.58225,68.7977836400621,0.6285405919522649,0.7615600979213968,2351.0,1104.8,1441.0,2.127986965966691,0.05097582289542178,4.243370921530598e-06,-0.18649935421815214,22478.65112781955,-1.0269685409736413,-0.008852382551200263,0.529187637174022,-0.5399116472298664,-0.5512384410618999,-0.43351885230524856,-0.4404171677483321,0.08558495624997955,-2.563781410113139,
BNO,5M,05/20/25,15:50,-0.16297828335057613,26807.0,57.504797548411986,0.029246863163745473,0.008547937424102536,0.020698925739642937,0.03432668749634937,27.75723819372631,27.597020428536727,27.763749999999998,27.93047957146327,1.2010594495575815,0.6986750143317983,200.0,120.0,100.0,1.6666666666666667,0.0,0.0,-0.34056691375253995,11409.0984962406,-1.4503103215414568,-0.015077009530397922,0.023355823222560655,-0.4095734084024605,-0.6157932551455824,-0.7348107447815508,-0.5641824568219619,-0.7587430353332257,-4.850624312556217,
UNG,5M,05/20/25,16:45,-0.10163499245858884,88062.0,58.29670372300674,0.010345662989859505,-0.002814297178888106,0.013159960168747611,0.03168726918022773,17.042370065593314,16.842654365147094,16.981250000000003,17.11984563485291,1.6323372525922233,0.6037189953006495,1664.0,2639.6,-3814.0,0.6303985452341264,0.0,0.04718202590145087,-0.24116822652015354,10630.732330827066,-1.1829707321647867,-0.01444137840987524,0.10900369002079413,-0.6028541000668997,-0.5718563663410676,-0.8138627547392553,-0.5853843557849064,-0.7587430353332257,-4.647835880929501,
GLD,5M,05/20/25,16:25,0.26998147634783615,121169.0,57.64931398491939,0.21663058308234895,0.007355294267740786,0.20927528881460816,0.17267199552677587,303.27116682782423,302.7787934552653,303.21025,303.64170654473463,0.2845923214895658,0.6503627672165646,166.0,8471.8,33.0,0.01959441913170755,0.0,0.018798222779633993,-0.1874453902096056,2007.281954887218,0.4365673254077771,-0.007643242117720041,0.03898586236258289,-0.4298612216913874,-0.6168136473719167,1.2978722121541024,0.5471166597078349,-0.7587430353332257,0.32767876502616183,
GDX,5M,05/20/25,15:55,0.5510974965251942,555100.0,76.60066754643414,0.0691975807716787,0.011042897841447928,0.058154682930230774,0.06260699640655598,48.63259394456631,48.410890986870456,48.567750000000004,48.72460901312955,0.6459389744410559,1.2881281255919708,157418.0,47032.4,123567.0,3.3470118471521757,0.35978618421052044,0.10693941817302824,0.5166958513125012,-941.8706766917322,1.6616962728218987,-0.003973428510970248,2.088651665654816,-0.3671321376498755,4.10256042249663,-0.5807968259024979,-0.33701261091587326,5.200504487498556,12.285167125316157,
SLV,5M,05/20/25,15:55,-0.1518732425071367,-114302.0,69.10084296037655,0.03283842685249283,0.0025529867408630863,0.030285440111629744,0.018749752708658002,30.08603503161177,29.98527076563623,30.058999999999997,30.132729234363765,0.49056345429833104,0.9136757998804094,45465.0,21068.6,18034.0,2.157950694398299,0.033211557622057665,0.01662123044925106,-0.5695449458588955,-5427.273684210527,-1.4019135528659108,-0.00812138951953987,1.277515198022797,-0.5115523108839971,0.7426789250022044,-0.7176293787939818,-0.6893087376785307,-0.20864994901052733,-2.0784047520668416,
SIL,5M,05/20/25,15:55,0.5086734228064701,33530.0,72.16282239750223,0.08565124297412297,-0.0034375452017644803,0.08908878817588745,0.0448478888119825,41.343571624212544,41.21260970190564,41.326499999999996,41.44039029809435,0.5511732089306094,1.1299922047842843,1059.0,898.2,259.0,1.1790247160988643,0.12071463061322346,0.07251053455124208,-0.32965747984080485,9955.266917293235,1.476808336704817,-0.0022655448285490527,1.6086807014412694,-0.6134560470561243,-0.5900133456626054,-0.6345736767381729,-0.4796678325578434,1.240689947425456,1.6788106037159916,-0.13619004167911536
CPER,5M,05/20/25,15:50,-0.01609442060090584,-2539.0,54.39196423550795,-0.03461767383664949,0.02512078068888387,-0.059738454525533356,0.10572873703922774,29.274557786633967,28.64028453992989,29.046499999999998,29.452715460070106,2.797001084950736,0.7135566184138544,221.0,236.2,121.0,0.9356477561388654,0.0,0.0,-0.3881867631611043,9243.33007518797,-0.8101772119125888,-0.004970533423537334,-0.3133097332559452,-0.12765609891299035,-0.6151630128881406,-0.7236162846973785,0.009375372533307275,-0.7587430353332257,-3.7274767676280662,-0.10828105403327494
DBA,5M,05/20/25,15:55,0.32389667333905536,6363.0,60.26021459521632,0.030797298655922845,-0.0066289503837333175,0.03742624903965616,0.019208246865803875,27.620728402122452,27.57130684755853,27.62625,27.681193152441466,0.39776048100243205,0.6251293326738946,1298.0,449.4,1198.0,2.8882955051179353,0.03619254433587247,0.007238508867174494,-0.37374145887994026,-358.2932330827016,0.6715346122162773,-0.003029425264738648,0.32136535991931076,-0.667744399876269,-0.5828405885421963,-0.7358178848859501,-0.6856257493717771,-0.15927496333986887,-2.2121450727604137,-0.09271143982244455
