Date,Time,Ticker,Timeframe,RSI_1WK,RSI_Z_1WK,BBP_20_2.0_1WK,MACDh_12_26_9_Z_1WK,OBV_Z_1WK,CMF_Z_1WK,VWAP_Z_1WK,sumZZ_1WK,slope_sumZZ_1WK,ATR_Z_1WK
05/12/25,00:00,SPY,1WK,57.1033495540119,0.47637739593605777,0.6769041104802151,-0.21836975377906068,1.021993627370475,0.3028250035949836,3.144647387996348,8.326775798987487,,2.724643329901485
05/12/25,00:00,QQQ,1WK,58.1294322597884,0.6371318947077921,0.7120562792519812,1.3573510823181916,1.0343411858855882,0.49691617256651327,2.569075140852239,9.378069467339472,,3.060803380368142
05/12/25,00:00,DIA,1WK,53.4547230467414,-0.09524623837679741,0.5655315353775311,-2.374335168470284,-0.19196852659179933,-0.7262884421028019,2.10708006757966,-0.4963577856969055,,1.435801283502001
05/12/25,00:00,IWM,1WK,51.12981826044602,-0.4594848143793888,0.5178753757010666,-0.6533700943292405,-0.013661762254165691,-0.11179742612903681,0.5497582861419196,0.44410797604915053,,0.7035304482013357
05/12/25,00:00,VTI,1WK,56.71224085243278,0.4151031117739095,0.6575121764961861,-0.31835849598670074,-0.13413324075090216,0.40270522603839226,1.074345007656165,1.7066324526184804,,0.9241397131907514
05/12/25,00:00,VOO,1WK,57.02455726611419,0.46403315245863896,0.6751085372335678,-0.28034550334631375,-0.11574002189429859,0.13712889250266533,2.8005982125472815,4.78194423380878,,2.3860652065239205
05/12/25,00:00,IVV,1WK,57.097235738343095,0.4754195556295323,0.67618075182797,-0.20366023584160084,-0.11302934725508973,0.39710821176310734,3.1532175275417704,5.848757310262272,,2.6995523672579913
05/12/25,00:00,VUG,1WK,58.35356667233778,0.6722466227351056,0.704695932304148,0.9441850407348441,-0.1333124655122159,1.1871855256242305,1.8519907583139856,6.091169043686378,,2.241387908120968
05/12/25,00:00,VTV,1WK,53.8023678946634,-0.04078135658543686,0.5896855271682995,-0.8682691579897465,-0.11157915339046413,0.6743843760130664,0.2827121159944109,-0.7503693670016245,,-0.01656433417991195
05/12/25,00:00,MTUM,1WK,62.436325395139356,1.3118849563655441,0.8946936201069293,2.5431136831103536,-0.16758289752933497,1.3549036262687937,0.5897152026266465,5.822476402811738,,0.8445748710437467
05/12/25,00:00,QUAL,1WK,55.1484274571534,0.1701033304547059,0.6332463567000304,-0.28414797051941526,-0.1393958004510891,-0.3645552660268155,0.31726316882643807,-0.8157509662329437,,0.1707293930825443
05/12/25,00:00,USMV,1WK,57.80408078936,0.5861596755495085,0.8072305737872426,-0.24302363365929244,0.020557240144781184,1.1276968088065216,-0.26531474805516475,0.19572627678160037,-0.45002116500857586,-0.47060581169158755
05/12/25,00:00,XLK,1WK,57.62372562281809,0.5579037618350324,0.7285696607694894,1.7321813705171938,0.12908979044070193,0.6513954699487158,0.6140407906425637,4.475813423192643,-0.18283350292770645,1.1792316339516784
05/12/25,00:00,XLF,1WK,59.558339964539385,0.8609962485022382,0.7719135551028561,-0.3051944411143431,3.4506203516140133,1.012879332282665,-0.5661721779185771,6.78854140485206,0.24802111802875404,-0.502940617899519
05/12/25,00:00,XLY,1WK,57.88986937354929,0.5996000159568144,0.6248367406516766,-1.1806583994782445,-0.17669441040898456,0.03845452867800307,0.5489384603136733,0.20475742429229715,-0.005075736366727591,0.8145728706921547
05/12/25,00:00,XLP,1WK,55.44167865603664,0.2160464588451318,0.7633117373651267,0.015331139324688417,0.8569380303309535,-0.5926373272963792,-0.34042192679921074,0.018649588181595567,-0.22748504430940292,-0.47459721751086886
05/12/25,00:00,XLV,1WK,36.38683550395687,-2.769240928654995,0.09006590432933195,-2.3609605638118607,0.23565026520086918,-0.812801620529211,0.09108622702980698,-4.883115656853113,-0.5780610750641251,-0.10132191820691641
05/12/25,00:00,XLE,1WK,47.607761517907065,-1.0112789953991221,0.40524006641910076,-1.14561998998261,2.133965235235114,-0.21197453597006696,-0.29916687423779265,-0.4868379798051014,-0.5736804490987593,-0.16297668487689426
05/12/25,00:00,XLI,1WK,61.7036690067786,1.1971010214840836,0.9474205659314922,1.2551599836393668,0.3653135616250993,0.046457621062860104,0.029871411597840156,2.6084084056246075,-0.36491575089265915,0.02567969691413105
05/12/25,00:00,XLRE,1WK,52.87716003575635,-0.18573197779848793,0.6707177822320692,-0.10718939655119232,-0.37152138455910966,0.9328492495956284,-0.624480021274438,-1.141164547115907,-0.2666868993171779,-0.5891168622195644
05/12/25,00:00,XLU,1WK,61.478615252386284,1.1618422618535382,1.0684774093421898,0.2105944416686188,0.4457657426787156,1.9291586642059582,-0.3588372033964866,2.9430530805083435,-0.2717760136629298,-0.38965884952784113
05/12/25,00:00,XLB,1WK,51.421014286492024,-0.41386366615438197,0.6169674005824047,0.18974188640089917,-0.18955474800793853,-0.05914571720840195,-0.3077162040501849,-1.5548071583242138,-0.17692216477303258,-0.3326045786944661
05/12/25,00:00,XLC,1WK,59.38753952082602,0.8342372557187531,0.7167041516299092,-0.7201840155490077,0.021075329071206163,0.6378237181398112,-0.22057848241037256,-0.14806429768242285,-0.27811103339449633,-0.20127882104952152
05/12/25,00:00,ARKK,1WK,57.147665590366934,0.48332030820979344,0.6333247309159468,-0.5161919984662998,-0.6926607904733604,0.37275071358964096,-0.5425633973318302,-0.9082319973497825,-0.36723002045740405,-0.04537031332724895
05/12/25,00:00,SMH,1WK,56.244382498811646,0.34180460015381803,0.6836800830963352,2.160524714103967,-0.024547445250968115,-0.027769128728890813,0.6944898429801871,4.77421549406157,-0.035523931096775964,2.008485335382142
