Ticker,Timeframe,Date,Time,CMF_1H,OBV_1H,RSI_1H,MACD_12_26_9_1H,MACDh_12_26_9_1H,MACDs_12_26_9_1H,ATR_1H,VWAP_1H,BBL_20_2.0_1H,BBM_20_2.0_1H,BBU_20_2.0_1H,BBB_20_2.0_1H,BBP_20_2.0_1H,VOLUME_1H,VOLUME_1H_Avg,VOLUME_1H_Slope,REL_VOLUME_1H,OBV_Z_1H,OBV_Trend_1H,CMF_Z_1H,CMF_Trend_1H,RSI_Z_1H,MACDh_12_26_9_Z_1H,VOLUME_Z_1H,VWAP_Z_1H,ATR_Z_1H,sumZZ_1H,slope_sumZZ_1H
XLB,1H,05/20/25,15:00,0.5403576354655265,490897.0,59.918479177822284,0.29551960006332934,-0.04914691344644906,0.3446665135097784,0.29330711146464583,86.95129851773714,86.34497332217889,86.94825,87.55152667782112,1.387668360941397,0.6423476211779986,42238.0,12835.4,35911.0,3.2907427894728642,0.1315954188225396,-71025.72857142857,1.3043417845551022,0.001589106550469107,0.20109135701448133,0.04177601677356901,-0.24199872300370873,-0.29721563875853524,-0.2928738057344242,0.8467164096690241,
XLC,1H,05/20/25,15:00,0.33964088811553633,-226809.0,55.00233568760995,0.2678871928929851,-0.08920269539573639,0.3570898882887215,0.3672705499092799,101.61380637171,101.18025357931904,101.63425,102.08824642068095,0.8933925732338291,0.4953193463578145,22169.0,12210.8,12588.0,1.8155239623939465,-0.22191026912922784,-25668.74060150376,0.42945637591237784,0.001949891518054182,-0.2750411095832532,-0.1834846387007992,-0.4568837634109511,-0.18921779094053742,-0.13722688215442086,-1.034308078006812,
ARKK,1H,05/20/25,15:00,0.2015637476140518,1716526.0,54.234137489095055,0.24135825398238353,-0.07798891922750084,0.31934717320988437,0.48158077498766944,57.551509102666486,56.752477898160166,57.516,58.27952210183983,2.654990269976468,0.48297364284717825,54843.0,40016.8,-6497.0,1.3704993902560922,0.7352782956810817,-6721.554135338346,-0.1723951242079287,0.0010510241508234544,-0.34944172539583906,-0.12042201834807055,-0.10703305783188702,-0.5137620859796821,0.10332487208165964,-0.424450844000666,
SMH,1H,05/20/25,15:00,0.2564092493550493,120510.0,54.40145345663548,0.30114140979125636,-0.2988607209548656,0.600002130746122,1.4922583517874326,245.18672866332022,243.36912507568863,245.12399999999997,246.8788749243113,1.431826279198559,0.6213761716286472,45097.0,14368.6,35269.0,3.1385799590774326,-0.05083849038734758,14118.638345864665,0.06666579042127685,-0.0011863521133431388,-0.33323703883922917,-1.3625330048693582,-0.21138651858274576,0.8682797917961883,2.2301710391636638,1.2071215687024481,-0.151262912558954
TAN,1H,05/20/25,15:00,0.2247919285612393,241383.0,48.22854360216103,0.00963447439841758,-0.03531643098256903,0.04495090538098661,0.34491647333774644,34.37376861754987,33.81716025643458,34.647000000000006,35.47683974356543,4.790254530351385,0.40540342203577157,8853.0,5181.8,6182.0,1.708479678876066,0.008697438000869868,10942.640601503761,-0.07114798440363633,-0.0010205276398624397,-0.931088342599575,0.11955414002390792,-0.5994623272687836,-0.6844795454079092,-0.1842682761322779,-2.342194897787404,-0.11746649396410876
PBW,1H,05/20/25,15:00,0.14414545245310675,-18846.0,42.916344241772734,-0.04787356575764079,-0.047160352556358885,-0.0007132132012819068,0.1453970878436091,18.256404951836245,17.78703826401926,18.20925,18.631461735980743,4.637332520348087,0.18114339671945948,5776.0,3474.8,1512.0,1.6622539426729595,-0.1194782100639373,4152.354887218046,-0.42267034682230326,-0.0030695256291445225,-1.4455791400216298,0.05294778740104064,-0.6324087256609847,-0.8031932474384548,-0.6041321872723932,-3.974514069878662,-0.10675876029751738
EEM,1H,05/20/25,15:00,0.3454361352738747,6064308.0,55.40012967276967,0.03577339092690579,-0.015446985444556041,0.05122037637146183,0.10225777474350733,46.2228666932182,46.098102775901516,46.24399999999999,46.38989722409847,0.6309887730234254,0.6919159200801728,172593.0,141055.4,98066.0,1.2235830744515985,2.8767758824008687,87570.19022556393,0.45471673532557394,-0.005193030280035876,-0.23651444091930396,0.2312934222946089,1.153752905990565,-0.5972040872461033,-0.6949135450700241,3.1879068727761855,-0.04700707196385156
EFA,1H,05/20/25,15:00,0.55489574439606,6060193.0,77.08367239798153,0.43390412233443953,0.022670412651038474,0.41123370968340106,0.1781353009139412,88.10929388824526,86.81387221396031,87.84299999999999,88.87212778603967,2.343107102534477,0.81677310089404,179714.0,334950.8,-66374.0,0.5365385005797867,2.8747490414577506,157670.67142857143,1.3677105843214903,0.00022851349554347636,1.8635541805290432,0.4456532390836511,1.2299996732804135,-0.2886863333325064,-0.5352386602128285,6.957741725127013,0.03338441941202626
IEFA,1H,05/20/25,15:00,0.5540543826278692,3427978.0,77.23700304257171,0.41465433195384094,0.031149142789871964,0.383505189163969,0.17300790347090345,81.67765943044925,80.64197187541156,81.602,82.56202812458845,2.3529524388824963,0.8374901127390335,78844.0,58102.8,33021.0,1.3569741905725714,1.5782530188357278,184131.5864661654,1.3640432514053362,0.00036234462674902866,1.8784043772653862,0.49333485246675707,0.14995313255199977,-0.33605903971478046,-0.5460286350269145,4.581900957783512,0.07727777031548586
FXI,1H,05/20/25,16:00,0.41324915985495364,-3962267.0,70.12265415172962,0.13194481860661966,0.040199451272464506,0.09174536733415516,0.09800435479223685,35.94716936639809,35.418425252431035,35.92475,36.43107474756897,2.818807354645295,0.8409373150904229,2317.0,184267.2,-551802.0,0.012574131478635371,-2.061808012919768,101792.10676691728,0.750300569286698,0.0023759183735602633,1.1893739426620222,0.5442308360632102,-0.66944531715875,-0.6728905391940239,-0.7038643421669524,-1.6241028634275638,0.07686049546349012
INDA,1H,05/20/25,15:00,0.3136673109435865,3563191.0,38.83513151138243,-0.05310631177675873,-0.09797421769661263,0.044867905919853894,0.12482559434137427,54.46802119804344,53.901028796534725,54.474000000000004,55.04697120346528,2.103650194460767,0.1561781834609416,93533.0,49976.6,35721.0,1.8715358787912744,1.6448521061848962,127033.46842105266,0.31624258594212223,0.004034105698778038,-1.8408478883605603,-0.2328128197235785,0.3072328355039148,-0.5364737571882255,-0.6474223552851428,-0.9892292929265739,0.05678217231828523
EWZ,1H,05/20/25,15:00,0.08882102135485233,491104.0,54.76106739433052,0.020152991426684252,-0.018433485043525467,0.03858647647020972,0.14091618048537005,28.050094798341625,27.764762315520347,28.06925,28.373737684479654,2.1695462791464206,0.6408102927816953,131779.0,135170.8,63005.0,0.9749073024647336,0.13169737655649477,112802.54962406016,-0.6638188217172405,-0.0005074333080448951,-0.2984081386009518,0.2144983224488609,0.7167446824028829,-0.7310570592670042,-0.6135617035283064,-1.2439053417052643,0.03904216701218666
VEA,1H,05/20/25,15:00,0.43005504976503595,2215216.0,77.1604989069169,0.26300221386014044,0.017422644416171862,0.24557956944396858,0.11005835308126029,54.79099398445906,54.16412176133688,54.779250000000005,55.39437823866313,2.245843959758942,0.8420018571366724,44341.0,37656.2,17638.0,1.1775218954647575,0.9809077756139051,151833.37368421053,0.8235541869130785,-0.0014222679739500834,1.8709948899534765,0.4161415018303317,-0.21948124629951665,-0.534094875881968,-0.6784981911337018,2.6595240409956054,0.04985912517659333
TLT,1H,05/20/25,15:00,0.13370867091111757,-8583220.0,45.35852612018715,-0.13287580465411963,-0.014562629433748114,-0.11831317522037152,0.33026419105743215,85.55735370224228,84.75763537448354,85.58975000000001,86.42186462551648,1.944425881642294,0.40400961892668896,207372.0,148536.8,113660.0,1.396098475260003,-4.337855822549036,8584.075187969924,-0.4681622552197442,-0.003136095135117335,-1.2090518531422305,0.2362667521105017,1.5261425028974105,-0.307482848266608,-0.21510219500239455,-4.775245719172102,-0.007106380833756897
IEF,1H,05/20/25,15:00,0.29331924865909104,-762326.0,49.08522049161328,-0.01258436311528044,0.0036340279663231896,-0.01621839108160363,0.12919498616868358,93.78397247908478,93.5462942768368,93.81800000000001,94.08970572316322,0.5792187494152684,0.4576747965919829,62516.0,35763.8,39350.0,1.748024538779436,-0.4856788672667196,-6890.071428571453,0.2275493253054467,-0.0014830438022553729,-0.8481184941270368,0.3385988193903792,-0.02487585443138024,-0.24688904456218988,-0.6382275096947045,-1.677641625386205,-0.021790023556572776
SHY,1H,05/20/25,16:00,0.008690538012471353,-1047259.0,56.99525421268203,0.016512520092618388,0.0019620488739946,0.014550471218623788,0.017605437014805773,82.42882077094895,82.37140352424416,82.42425,82.47709647575584,0.1282304073275582,0.7436302481074659,1800.0,20268.8,-20206.0,0.08880644142721819,-0.626022456682387,-37597.56015037593,-1.013092071654356,-0.005802276139152694,-0.08202534123555114,0.32919615420825366,-0.6749809973565946,-0.3305263021404188,-0.8730539373827849,-3.2705049522438383,-0.06149552927037839
TIP,1H,05/20/25,15:00,0.11120182350022093,-245685.0,51.01935799700218,0.015093820173618155,-0.00900351942983376,0.024097339603451916,0.1347108599702515,108.7588108469232,108.50706079155937,108.76199999999999,109.0169392084406,0.4688019867979955,0.43723994007097594,69407.0,19527.6,67097.0,3.554302628075135,-0.23120763234728312,-81155.64210526316,-0.5662652419127613,-0.011969070942143783,-0.6607957149987504,0.26752937394425536,0.04890823114569421,-0.13659070192834577,-0.6266200343511638,-1.905041720448355,-0.10089723942176874
BNDX,1H,05/20/25,15:00,-0.10071396840556655,195278.0,50.67935377138928,0.0026726642288252833,-0.0064019974318043574,0.00907466166062964,0.03687909993025833,49.05046581295355,48.980679184064684,49.065,49.14932081593531,0.3437106529514478,0.41105399162937595,213079.0,92523.2,49073.0,2.302979144690197,-0.014011553902522662,-95113.47293233083,-1.4899651157257596,-0.015511963833408549,-0.6937253987878889,0.2821594853036846,1.5872491313095949,-0.5763771848863721,-0.8324948935904417,-1.7371655302797053,-0.11641775741795658
EMB,1H,05/20/25,15:00,0.07618399964850316,-2219580.0,53.05204795930658,0.049934310740184173,-0.01174845756229459,0.06168276830247876,0.13162860691543551,90.34933123770159,90.18887136685042,90.35875,90.52862863314958,0.37600925898062915,0.5478282633275344,49063.0,43123.4,19144.0,1.13773496523929,-1.203448508025561,-150377.66691729322,-0.7189011506487073,-0.017642726345721962,-0.4639280508414038,0.25209273701284934,-0.16892132000508253,-0.2721871631235256,-0.6331062553241961,-3.2083997109556273,-0.11313795099681212
LQD,1H,05/20/25,15:00,0.22136296326673302,-1589406.0,51.08285082802163,0.031108419759618755,-0.004520318478510532,0.03562873823812929,0.20416558891059947,106.81764973365337,106.49211009565174,106.869,107.24588990434826,0.7053306465827518,0.48806017367914956,232823.0,182155.8,116002.0,1.2781530975132278,-0.89305665760308,-184128.75639097745,-0.08609417968885003,-0.01623883980355723,-0.6546463830468354,0.29274143412066017,1.7986542953835694,-0.1508884758554934,-0.4804611332105629,-0.17375109990059207,-0.07645065612272957
HYG,1H,05/20/25,15:00,0.26077052521362887,1938295.0,53.70495553244232,0.02264533101042332,-0.003992446315812869,0.02663777732623619,0.09430378694716354,79.31457208458338,79.21688340306105,79.3145,79.41211659693894,0.24615069612479035,0.6306130350761784,401521.0,287093.4,20168.0,1.3985727292929757,0.8445104923066854,-157606.89924812032,0.08567574680067035,-0.011727209456874233,-0.40069342518892215,0.29571001502432326,3.6049563805208944,-0.35346454429156476,-0.7116517302697363,3.365042934902351,-0.06732796851341448
USO,1H,05/20/25,15:00,-0.08510774997682867,-312145.0,56.25933735760426,0.12507268616688805,0.03627219982175722,0.08880048634513082,0.4357122809994198,68.32941124098063,67.75729132761916,68.30775,68.85820867238084,1.6117019587992332,0.8517521109487316,9523.0,6970.4,986.0,1.3662056696889706,-0.26394246808959887,-176742.9233082707,-1.42194063362519,-0.014905477382721086,-0.15329948287047954,0.5221452545828884,-0.5922884283663543,-0.4343766052335942,0.006800290090205691,-2.336902073512123,-0.07914109338317099
BNO,1H,05/20/25,15:00,0.0764392510005792,-72611.0,55.23665132623665,0.04066733065268835,0.006817080281994986,0.03385025037069336,0.13854594514862068,27.74498294025157,27.499894392377698,27.713000000000005,27.92610560762231,1.537946866974393,0.7745117815185705,747.0,847.0,147.0,0.8819362455726092,-0.14596013067310984,-161644.47142857144,-0.7177885594652808,-0.017317376628700042,-0.25234745078263626,0.35649926761893247,-0.6862557966763826,-0.7333043845094284,-0.6185495711299702,-2.7977066256178755,-0.11409176011720745
UNG,1H,05/20/25,16:00,-0.04364727565310806,-122298.0,57.62934428635164,-0.008202382719062484,0.1618986593764269,-0.17010104209548937,0.2047868461473951,16.459341962305675,15.395149830356168,16.397250000000003,17.39935016964384,12.222783328226809,0.8057329090253427,1664.0,14544.4,-13058.0,0.1144082946013586,-0.17043343466842195,-169765.65488721803,-1.2412224598796784,-0.02039065893981596,-0.02061320560067134,1.228627496273656,-0.6764371917606697,-0.8164296553705462,-0.4791537740653896,-2.1756622250717212,-0.1131921074433481
GLD,1H,05/20/25,16:00,0.39946276602207215,1436277.0,70.89459018512233,1.8944622260434585,0.588356274407932,1.3061059516355265,1.0766684080647415,299.52788051013846,292.5946872034555,299.01625,305.4378127965445,4.295126299352956,0.836658702639069,299.0,40211.8,-83702.0,0.00743562834789788,0.5972418078395493,-153347.83533834587,0.6902083499704973,-0.01718180583350727,1.2641365708006622,3.6268860551916853,-0.691052672360395,1.2685337937619732,1.3556133175179306,8.111567222721904,-0.011668846275931042
GDX,1H,05/20/25,15:00,0.48583286925587266,-58988.0,79.30687786226694,0.5834005165606868,0.16524912861852536,0.41815138794216145,0.29332506522269075,47.46804832028849,45.568641369440535,47.32925,49.08985863055947,7.439833213327772,0.9219421551761535,344390.0,140296.2,220284.0,2.4547350534084313,-0.13925012966020633,-164196.65639097744,1.0666788939578251,-0.014275122435281467,2.0788734248861798,1.2474694427016984,2.9932369503795737,-0.5880326046317108,-0.29283602426745675,6.366139953365903,0.04563696227705575
SLV,1H,05/20/25,15:00,0.31466203611401955,-1038688.0,72.03980280639209,0.15302372508442375,0.07876947951867004,0.0742542455657537,0.11713988665331244,29.645628119275614,28.961718737768265,29.560499999999998,30.15928126223173,4.051225535642037,0.9671989884208112,152934.0,52575.6,123694.0,2.9088398420560106,-0.6218008154373165,-92931.0278195489,0.32057840021129236,-0.01114927837845763,1.3750513378797,0.761136097216394,0.9432578634191374,-0.7193050338632404,-0.6635959781228301,1.3953218713031368,0.05342830078654891
SIL,1H,05/20/25,15:00,0.39850046439755854,44036.0,78.84199088050902,0.4606817571660784,0.1852012820326867,0.2754804751333917,0.23725441963487107,39.787659194259575,38.477727469591144,40.052,41.626272530408855,7.861143165928569,0.9503667480089136,8991.0,4889.8,3278.0,1.8387255102458178,-0.08850571621578354,4418.309774436091,0.6860138636552516,-0.0034722086620301547,2.0338487453270364,1.3596738470967822,-0.597984718241119,-0.6446031111423778,-0.4108297745907554,2.3376131358890344,0.08679462363188808
CPER,1H,05/20/25,15:00,-0.19133405808350948,21040.0,53.29926406344214,-0.005341955009097177,0.003787391145496765,-0.009129346154593942,0.18821647935695138,29.33923189418647,28.596466600318777,29.0905,29.58453339968122,3.3965273864747694,0.6310640131654671,321.0,383.6,21.0,0.8368091762252345,-0.09983238312415389,68924.69624060151,-1.8849605270995942,-0.003999450196937487,-0.4399849715396923,0.33946128389825003,-0.6908171115009123,-0.7215618192111999,-0.5140240649518178,-4.01171959352912,0.017105056227993756
DBA,1H,05/20/25,15:00,0.3064298564960461,-37929.0,65.72139617554794,0.10313364393813984,0.0034020401947200407,0.0997316037434198,0.055507750125386224,27.461460298003864,27.266963350859342,27.4955,27.724036649140658,1.6623567430354622,0.8161418541475708,2247.0,2038.2,747.0,1.1024433323520753,-0.1288775310159477,21023.804511278202,0.28469592441303476,0.0014818658472552453,0.7631085538456706,0.3372941958141993,-0.6701948289843769,-0.7353926926948611,-0.7932931994251533,-0.9426595780474343,-0.03818475011273502
DBC,1H,05/20/25,15:00,-0.16935481685618575,87924.0,63.63962462146942,0.029525872279915433,0.028701449568766812,0.0008244227111486218,0.049916683966680905,21.256113902234794,21.06415445741928,21.24475,21.425345542580718,1.7001427889781562,1.0128864127895105,4260.0,3873.8,1383.0,1.0996953895399866,-0.06688870641953387,87842.57368421053,-1.78915727352607,-0.0012454564650281857,0.5614872978937636,0.47956982398511677,-0.6486410103417052,-0.7810986566665461,-0.8050589077999224,-3.049787432874897,-0.03932982866143026
UUP,1H,05/20/25,15:00,-0.45786241711872666,401616.0,33.45777374927776,-0.049890948846659455,-0.014785180509252135,-0.03510576833740732,0.03348114892839807,27.71907629784509,27.53817224186669,27.7275,27.91682775813331,1.3656316518496763,0.16328233837158096,2430.0,1644.4,839.0,1.4777426416930186,0.08762011232374799,115861.98571428572,-3.0467059987059133,-0.010918171432012484,-2.3616493296014025,0.23501519743587243,-0.6682353909259522,-0.7334952019092862,-0.8396454619122626,-7.327096073295197,-0.0368474458229925
FXE,1H,05/20/25,15:00,0.33071967605390157,-50016.0,66.12155435403159,0.22343648910401726,0.08401573300032056,0.1394207561036967,0.15560934873266094,103.4446011411743,102.50256430253738,103.4745,104.44643569746263,1.8785994567987794,0.8320692931050717,700.0,320.0,300.0,2.1875,-0.13483097608993763,164786.9015037594,0.3905705412066068,-0.0031154418547554644,0.8018641965420247,0.7906393159915879,-0.6867590403307322,-0.1757329289464128,-0.5826417451890772,0.40310936318405943,0.029534233299045195
