Ticker,Timeframe,RSI_1MO,RSI_Z_1MO,BBP_20_2.0_1MO,MACDh_12_26_9_Z_1MO,OBV_Z_1MO,CMF_Z_1MO,VWAP_Z_1MO,sumZZ_1MO,slope_sumZZ_1MO,ATR_Z_1MO
GLD,1MO,78.17088959174379,2.360293158842007,0.9315855050907158,5.069184707189683,0.24129937048501943,0.6521991522935219,0.9277571934705378,9.778743784047977,1.2557741965499487,0.7101053635955641
GDX,1MO,63.91821068215077,0.8118164934085851,0.9087846362179447,0.8584974647574586,1.4131369492932517,-0.4819338875405627,-0.6513974598002576,3.0089029339279443,1.532648823117523,-0.37873463837822874
SLV,1MO,59.95312937001144,0.3810318018190364,0.7544459918537342,0.06405036195484569,-0.09792090573252897,-0.6081858474711617,-0.7293452953319935,-1.6157992826732972,1.566587301562475,-0.6375539453424062
SIL,1MO,59.127243336796575,0.2913037402488128,0.8409424289625089,0.6841576266927956,-0.16051268393949836,-0.5805674684063661,-0.6681532405311508,-1.4793196880606687,0.4943763693787437,-0.38673100296330215
CPER,1MO,56.61453353289663,0.01831137698677124,0.7373079095745383,0.013238126810227333,-0.19597900535016138,-0.923466460195466,-0.7287977391002654,-3.1905867366073686,-1.024216747928965,-0.6682521294409235
DBA,1MO,67.98114465769963,1.2532323489288792,0.824717829179288,-0.12196947844323995,-0.11310151676182298,-0.3780164265545201,-0.7441376434582146,-1.5581626523676944,-2.14704347425919,-0.769817688319975
DBC,1MO,43.274414198794055,-1.4310206141416906,0.15362679216668182,-0.3865487183087927,-0.0888205577680229,-1.4772473673876816,-0.7657175438765921,-5.5625074464939415,-1.268440258849695,-0.7829617172464116
UUP,1MO,46.01135475856191,-1.1336667890564789,0.239038195903157,-0.33915726285626574,-0.19721445421222958,-1.1862985786020896,-0.7167114566778623,-5.072003982894376,-0.7970903626333011,-0.8329902346999591
FXE,1MO,55.40840173858116,-0.11272833497066152,0.813958514543665,0.27659041761959835,-0.20289095257354525,-0.09750812084875252,-0.1639969523539321,-1.6072330372052441,-0.29394752224886134,-0.6099753294216999
FXY,1MO,48.26280944076507,-0.8890583852057554,0.6831926655101619,0.577741501774811,-0.19310620351351152,-0.6703577002143951,-0.4589423312208,-2.976453843259839,0.04039876502355896,-0.6507882130523599
CYB,1MO,39.4733731348801,-1.8439832178149855,0.27457112396490496,-0.14174129696242374,-0.19993121338943867,-2.410391630270391,-0.743441851676113,-6.924292893795461,-0.445934841478497,-0.872125270942241
VNQ,1MO,51.013639224694636,-0.5901955708525041,0.5872596429233132,-0.012926337589906649,-0.07013602586268206,0.3096236807523133,-0.2569587058002224,-1.3880232772750203,0.39846666592390734,-0.23602688872846145
REET,1MO,51.97714002637388,-0.4855164071675271,0.6225192430285175,-0.1359554748820067,-0.18739499607484003,0.04644493462351,-0.7525585073804757,-2.9307836943569976,0.2118826191983412,-0.7596062062094814
INFL,1MO,68.67574215285678,1.3286966191858502,0.8742797973249705,0.24926707838304527,-0.1806702769912157,0.6294256197592258,-0.6569554092943304,0.0016838153468108352,0.3919389807425497,-0.6642583432893363
VXX,1MO,59.312805838402305,0.31146410487489906,0.7485123460458256,1.6945529942918027,0.2539614164377363,-2.880460521418144,-0.6906383936311167,-1.4683886248956541,0.7650141657761645,0.4094451548224453
