Date,Time,Ticker,Timeframe,RSI_1MO,RSI_Z_1MO,BBP_20_2.0_1MO,MACDh_12_26_9_Z_1MO,OBV_Z_1MO,CMF_Z_1MO,VWAP_Z_1MO,sumZZ_1MO,slope_sumZZ_1MO,ATR_Z_1MO,PCT_GAIN_1MO,PCT_GAIN_Z_1MO
05/01/25,00:00,SPY,1MO,64.68303625099963,0.4573742496844904,0.7658245399185665,0.0960278559745305,1.0351564799747865,1.0544522711830715,0.7946015089287046,3.8950015261080635,,0.399881817278376,5.793972270302106,-1.0635637047983302
05/01/25,00:00,QQQ,1MO,66.5885950837645,0.6895212375647626,0.8233664519372283,0.9485220664242263,-0.07447746536083322,-0.11967515001102418,0.3282723510916416,2.6313963920362156,,0.7381800319423598,7.591455218479223,0.9211713545390378
05/01/25,00:00,IWM,1MO,51.51452437296438,-1.1468954872492556,0.5258777609951564,-1.0445499223987575,-0.960679014613953,-0.9347771211720477,-1.122873860020346,-6.526397918144282,,-1.1380618492207355,6.886151014774295,0.14239235025929242
