Date,Time,Ticker,Timeframe,RSI_1WK,RSI_Z_1WK,BBP_20_2.0_1WK,MACDh_12_26_9_Z_1WK,OBV_Z_1WK,CMF_Z_1WK,VWAP_Z_1WK,sumZZ_1WK,slope_sumZZ_1WK,ATR_Z_1WK,PCT_GAIN_1WK,PCT_GAIN_Z_1WK
05/19/25,00:00,SPY,1WK,56.66420534028806,0.43038736087780266,0.6639726417460029,0.12597317870190483,0.5581531689078713,0.13378835209101528,0.775139252566675,2.4623689339448918,,0.4398714201634127,0.8042166114086573,-1.1428684061162546
05/19/25,00:00,QQQ,1WK,57.76536955600953,0.7127476106444743,0.7007470202320919,0.9310446318316639,0.5963369064339852,0.9263708981585422,0.3536249192630947,4.219705854464654,,0.7046641224364301,1.150944863519706,0.7142237500353795
05/19/25,00:00,IWM,1WK,50.52769538001792,-1.1431349715222752,0.5173771880932767,-1.0570178105335686,-1.1544900753418565,-1.0601592502495587,-1.1287641718297698,-6.6820747884095475,,-1.1445355425998436,1.0976258401431314,0.4286446560808751
